lesson_id,lesson_name,course_id,duration
2087,Hands-on 6,194,31
2088,Advanced 20,157,34
2089,Assessment Prep 18,552,25
2090,Basics 9,345,44
2091,Intro 13,855,52
2092,Advanced 4,905,81
2093,Intro 6,212,83
2094,Basics 17,361,53
2095,Advanced 19,1004,20
2096,Advanced 9,162,90
2097,Advanced 11,752,90
2098,Intro 17,382,88
2099,Advanced 2,331,52
2100,Assessment Prep 6,663,47
2101,Hands-on 12,142,80
2102,Intro 18,589,57
2103,Assessment Prep 5,255,32
2104,Basics 20,503,56
2105,Assessment Prep 19,521,72
2106,Intro 12,802,75
2107,Intro 4,750,21
2108,Basics 15,106,32
2109,Advanced 16,807,37
2110,Assessment Prep 3,210,40
2111,Hands-on 10,165,23
2112,Advanced 16,635,54
2113,Hands-on 16,59,63
2114,Hands-on 14,639,40
2115,Assessment Prep 1,284,68
2116,Basics 20,691,80
2117,Basics 4,416,24
2118,Case Study 10,557,79
2119,Case Study 7,372,52
2120,Intro 20,625,23
2121,Advanced 2,217,54
2122,Advanced 10,484,38
2123,Advanced 13,507,46
2124,Basics 13,796,90
2125,Project 13,884,32
2126,Advanced 11,281,71
2127,Assessment Prep 14,133,67
2128,Intro 12,429,34
2129,Advanced 12,733,38
2130,Basics 13,807,38
2131,Case Study 15,497,85
2132,Case Study 17,635,23
2133,Project 11,36,69
2134,Intro 2,477,67
2135,Basics 9,212,22
2136,Intro 5,260,77
2137,Case Study 16,969,80
2138,Intro 3,177,20
2139,Basics 10,716,52
2140,Hands-on 13,619,60
2141,Advanced 3,679,28
2142,Hands-on 3,470,48
2143,Advanced 14,681,28
2144,Advanced 2,922,58
2145,Basics 10,475,56
2146,Assessment Prep 9,89,67
2147,Intro 14,200,35
2148,Assessment Prep 9,306,47
2149,Project 15,74,78
2150,Assessment Prep 5,57,25
2151,Case Study 3,700,65
2152,Intro 8,811,38
2153,Case Study 16,888,44
2154,Case Study 19,239,55
2155,Project 18,425,46
2156,Basics 17,966,33
2157,Advanced 11,494,87
2158,Intro 13,75,84
2159,Assessment Prep 9,437,28
2160,Case Study 6,822,36
2161,Basics 1,214,20
2162,Basics 14,154,51
2163,Project 15,583,33
2164,Intro 8,358,57
2165,Case Study 20,664,76
2166,Hands-on 14,575,26
2167,Hands-on 3,103,71
2168,Case Study 2,47,32
2169,Advanced 5,914,38
2170,Case Study 17,359,48
2171,Intro 4,300,47
2172,Hands-on 16,826,89
2173,Intro 1,597,33
2174,Case Study 5,522,46
2175,Assessment Prep 7,550,75
2176,Hands-on 16,636,56
2177,Basics 15,450,21
2178,Case Study 16,316,50
2179,Intro 6,375,50
2180,Intro 4,863,77
2181,Case Study 8,188,47
2182,Project 14,693,72
2183,Advanced 14,518,57
2184,Advanced 5,339,37
2185,Assessment Prep 8,459,63
2186,Hands-on 1,806,87
2187,Assessment Prep 10,38,72
2188,Project 3,319,66
2189,Intro 20,733,64
2190,Advanced 7,620,82
2191,Assessment Prep 14,141,57
2192,Hands-on 16,384,79
2193,Hands-on 20,257,23
2194,Assessment Prep 2,100,76
2195,Assessment Prep 4,125,63
2196,Advanced 10,1029,84
2197,Basics 5,917,41
2198,Assessment Prep 2,450,76
2199,Hands-on 7,862,48
2200,Advanced 19,706,44
2201,Assessment Prep 15,998,47
2202,Intro 2,821,74
2203,Project 4,38,50
2204,Intro 5,738,44
2205,Advanced 13,147,88
2206,Hands-on 9,588,32
2207,Intro 7,950,56
2208,Assessment Prep 20,868,36
2209,Assessment Prep 19,84,52
2210,Basics 8,168,59
2211,Case Study 11,355,26
2212,Project 18,444,24
2213,Basics 10,290,46
2214,Project 16,135,30
2215,Advanced 19,198,46
2216,Hands-on 7,753,50
2217,Advanced 20,465,50
2218,Intro 13,133,31
2219,Assessment Prep 5,685,75
2220,Intro 12,264,65
2221,Intro 10,614,50
2222,Project 2,981,45
2223,Intro 4,484,83
2224,Hands-on 5,158,65
2225,Advanced 5,439,70
2226,Hands-on 4,440,33
2227,Basics 9,803,65
2228,Basics 5,309,73
2229,Advanced 6,541,42
2230,Hands-on 9,253,64
2231,Intro 9,451,40
2232,Hands-on 7,543,64
2233,Hands-on 5,757,54
2234,Hands-on 3,312,74
2235,Case Study 15,733,58
2236,Hands-on 5,446,49
2237,Hands-on 16,653,82
2238,Basics 2,862,28
2239,Basics 1,451,54
2240,Basics 9,730,25
2241,Hands-on 19,443,89
2242,Hands-on 6,385,26
2243,Basics 17,891,78
2244,Project 20,321,43
2245,Project 6,396,26
2246,Intro 6,278,21
2247,Project 3,438,44
2248,Project 8,736,66
2249,Intro 5,243,81
2250,Case Study 18,341,60
2251,Basics 15,274,49
2252,Assessment Prep 18,626,46
2253,Intro 19,185,52
2254,Basics 9,51,66
2255,Intro 10,311,46
2256,Case Study 7,938,82
2257,Advanced 20,423,72
2258,Advanced 10,454,63
2259,Hands-on 17,701,53
2260,Advanced 11,322,52
2261,Hands-on 15,746,78
2262,Project 12,343,57
2263,Assessment Prep 12,712,28
2264,Assessment Prep 16,1001,78
2265,Intro 6,74,25
2266,Project 20,967,66
2267,Case Study 5,959,65
2268,Assessment Prep 20,184,36
2269,Case Study 17,174,86
2270,Basics 6,472,87
2271,Intro 1,250,68
2272,Case Study 11,545,63
2273,Hands-on 20,551,60
2274,Advanced 11,510,80
2275,Assessment Prep 3,155,77
2276,Project 4,209,76
2277,Intro 3,806,78
2278,Basics 14,934,51
2279,Hands-on 5,868,78
2280,Assessment Prep 14,856,73
2281,Project 11,270,55
2282,Intro 2,229,52
2283,Hands-on 3,40,86
2284,Intro 19,671,63
2285,Intro 16,774,37
2286,Advanced 19,706,87
2287,Basics 2,796,39
2288,Assessment Prep 12,457,52
2289,Case Study 9,498,61
2290,Intro 16,74,50
2291,Hands-on 16,738,51
2292,Hands-on 8,587,62
2293,Hands-on 14,630,90
2294,Basics 15,771,41
2295,Basics 20,315,54
2296,Assessment Prep 11,582,46
2297,Case Study 16,132,32
2298,Project 2,979,47
2299,Project 5,407,70
2300,Advanced 13,98,32
2301,Assessment Prep 5,760,84
2302,Project 12,354,41
2303,Hands-on 13,822,80
2304,Basics 14,702,23
2305,Case Study 3,580,34
2306,Hands-on 13,352,62
2307,Case Study 18,370,75
2308,Basics 19,379,49
2309,Basics 2,928,70
2310,Assessment Prep 19,1017,75
2311,Intro 4,408,80
2312,Advanced 11,539,22
2313,Case Study 1,888,38
2314,Advanced 8,853,39
2315,Project 2,565,37
2316,Hands-on 20,548,57
2317,Case Study 3,712,43
2318,Intro 16,328,46
2319,Case Study 13,191,46
2320,Hands-on 4,735,64
2321,Hands-on 12,576,68
2322,Advanced 3,951,75
2323,Intro 8,911,27
2324,Basics 13,664,65
2325,Hands-on 15,112,80
2326,Advanced 12,499,79
2327,Assessment Prep 8,657,37
2328,Hands-on 16,566,38
2329,Intro 16,682,82
2330,Advanced 17,697,27
2331,Case Study 16,891,85
2332,Hands-on 9,867,66
2333,Case Study 4,274,20
2334,Project 3,431,85
2335,Case Study 12,599,84
2336,Basics 18,633,40
2337,Advanced 12,906,28
2338,Advanced 7,518,59
2339,Intro 12,557,28
2340,Project 15,499,48
2341,Advanced 16,951,51
2342,Basics 18,552,33
2343,Basics 20,453,23
2344,Hands-on 16,209,43
2345,Assessment Prep 19,78,79
2346,Project 5,704,21
2347,Project 4,383,88
2348,Intro 7,114,51
2349,Case Study 17,689,36
2350,Case Study 2,309,77
2351,Advanced 1,313,61
2352,Advanced 18,732,33
2353,Project 13,901,48
2354,Project 14,495,42
2355,Assessment Prep 20,584,70
2356,Hands-on 17,663,48
2357,Case Study 1,615,67
2358,Project 10,782,49
2359,Hands-on 5,811,33
2360,Hands-on 7,792,87
2361,Advanced 4,165,50
2362,Advanced 6,513,66
2363,Basics 16,872,63
2364,Assessment Prep 12,1005,88
2365,Advanced 8,307,86
2366,Project 7,400,70
2367,Project 4,975,41
2368,Hands-on 11,719,39
2369,Project 9,797,43
2370,Hands-on 19,1014,27
2371,Intro 1,126,76
2372,Basics 20,65,28
2373,Advanced 11,763,40
2374,Basics 15,125,44
2375,Assessment Prep 12,388,43
2376,Project 9,74,52
2377,Assessment Prep 3,870,34
2378,Case Study 5,100,20
2379,Hands-on 13,90,66
2380,Basics 5,670,55
2381,Hands-on 10,920,68
2382,Assessment Prep 6,695,26
2383,Advanced 6,91,29
2384,Basics 9,685,81
2385,Basics 20,373,70
2386,Case Study 5,1011,56
2387,Intro 2,945,75
2388,Case Study 2,457,52
2389,Advanced 2,560,56
2390,Intro 13,671,83
2391,Case Study 3,483,85
2392,Hands-on 17,574,45
2393,Project 3,849,21
2394,Hands-on 3,400,24
2395,Hands-on 14,781,47
2396,Project 2,233,24
2397,Case Study 20,1006,59
2398,Project 15,1017,42
2399,Intro 1,578,73
2400,Case Study 5,400,83
2401,Intro 19,465,26
2402,Case Study 3,829,44
2403,Case Study 18,254,39
2404,Project 17,786,90
2405,Advanced 15,709,60
2406,Intro 4,355,31
2407,Project 18,816,38
2408,Assessment Prep 14,435,79
2409,Advanced 11,727,42
2410,Intro 17,238,80
2411,Assessment Prep 17,153,52
2412,Hands-on 16,554,56
2413,Basics 12,504,86
2414,Advanced 10,79,75
2415,Advanced 12,640,47
2416,Case Study 14,747,35
2417,Assessment Prep 17,743,43
2418,Intro 20,91,72
2419,Basics 7,610,71
2420,Project 14,604,58
2421,Intro 4,990,43
2422,Intro 6,692,84
2423,Basics 1,176,41
2424,Assessment Prep 19,642,56
2425,Assessment Prep 18,693,85
2426,Basics 20,364,68
2427,Assessment Prep 14,224,52
2428,Advanced 1,184,53
2429,Hands-on 5,633,62
2430,Hands-on 6,359,86
2431,Basics 18,325,22
2432,Hands-on 17,811,56
2433,Advanced 2,292,40
2434,Intro 5,878,21
2435,Hands-on 15,89,76
2436,Assessment Prep 4,421,26
2437,Hands-on 9,252,30
2438,Assessment Prep 3,952,52
2439,Hands-on 9,800,33
2440,Basics 9,329,59
2441,Hands-on 9,438,59
2442,Basics 6,221,53
2443,Basics 2,733,45
2444,Hands-on 20,481,83
2445,Case Study 3,136,87
2446,Assessment Prep 9,953,50
2447,Project 3,310,68
2448,Basics 11,620,80
2449,Basics 19,599,35
2450,Assessment Prep 18,1030,70
2451,Project 11,169,81
2452,Advanced 5,188,85
2453,Advanced 4,179,73
2454,Project 7,455,67
2455,Case Study 5,325,38
2456,Hands-on 10,823,39
2457,Project 11,522,35
2458,Hands-on 11,177,66
2459,Advanced 20,293,57
2460,Case Study 20,129,87
2461,Advanced 5,962,71
2462,Assessment Prep 10,454,49
2463,Hands-on 17,341,25
2464,Intro 13,327,27
2465,Hands-on 2,211,40
2466,Basics 18,796,84
2467,Assessment Prep 1,631,43
2468,Intro 8,560,78
2469,Project 9,763,88
2470,Advanced 5,104,71
2471,Project 4,689,68
2472,Basics 9,129,74
2473,Case Study 20,818,48
2474,Advanced 2,587,83
2475,Project 20,893,49
2476,Case Study 7,357,65
2477,Assessment Prep 7,444,41
2478,Intro 12,593,44
2479,Hands-on 8,41,33
2480,Intro 16,930,75
2481,Project 19,1001,25
2482,Basics 10,250,55
2483,Project 5,914,24
2484,Case Study 11,157,37
2485,Basics 4,748,89
2486,Intro 13,411,53
2487,Advanced 3,55,61
2488,Hands-on 14,674,78
2489,Basics 11,1003,58
2490,Intro 3,459,68
2491,Case Study 10,243,59
2492,Advanced 13,103,56
2493,Case Study 15,763,55
2494,Project 16,317,59
2495,Assessment Prep 6,216,31
2496,Basics 15,96,81
2497,Intro 6,450,69
2498,Assessment Prep 8,651,20
2499,Basics 17,501,59
2500,Project 20,686,76
2501,Intro 11,391,44
2502,Advanced 20,287,43
2503,Advanced 5,981,25
2504,Project 11,503,26
2505,Advanced 20,90,68
2506,Advanced 10,175,80
2507,Case Study 19,95,26
2508,Case Study 7,760,82
2509,Intro 10,396,60
2510,Basics 1,684,66
2511,Project 17,462,26
2512,Intro 13,280,60
2513,Intro 2,40,69
2514,Intro 18,129,59
2515,Project 4,585,81
2516,Intro 7,350,43
2517,Hands-on 4,234,74
2518,Project 17,679,56
2519,Intro 13,779,84
2520,Hands-on 17,980,58
2521,Project 4,233,76
2522,Assessment Prep 16,188,84
2523,Case Study 1,323,66
2524,Intro 1,952,35
2525,Intro 7,812,56
2526,Intro 6,511,62
2527,Intro 12,305,35
2528,Intro 1,435,72
2529,Hands-on 17,99,25
2530,Case Study 9,445,65
2531,Basics 18,432,84
2532,Advanced 13,769,50
2533,Basics 7,301,74
2534,Case Study 7,283,49
2535,Hands-on 2,608,26
2536,Case Study 6,522,55
2537,Advanced 16,260,53
2538,Hands-on 8,310,89
2539,Basics 19,698,55
2540,Case Study 17,816,84
2541,Basics 3,813,37
2542,Basics 13,498,46
2543,Project 18,315,89
2544,Intro 13,291,31
2545,Case Study 5,112,78
2546,Advanced 3,1020,90
2547,Advanced 3,654,53
2548,Assessment Prep 5,503,43
2549,Basics 7,749,44
2550,Basics 10,919,52
2551,Project 20,341,23
2552,Hands-on 10,216,46
2553,Project 19,591,23
2554,Project 3,850,65
2555,Advanced 14,162,26
2556,Advanced 10,1015,41
2557,Case Study 9,762,61
2558,Case Study 2,99,65
2559,Basics 19,527,62
2560,Case Study 11,894,58
2561,Advanced 17,101,39
2562,Assessment Prep 4,133,67
2563,Advanced 17,383,72
2564,Basics 7,63,88
2565,Intro 8,565,63
2566,Advanced 14,998,22
2567,Hands-on 3,901,67
2568,Case Study 15,663,40
2569,Project 14,63,89
2570,Intro 7,222,59
2571,Hands-on 2,994,88
2572,Assessment Prep 14,684,67
2573,Assessment Prep 19,574,25
2574,Project 18,284,37
2575,Project 13,386,28
2576,Case Study 10,842,25
2577,Assessment Prep 11,895,32
2578,Hands-on 16,649,25
2579,Assessment Prep 11,83,46
2580,Basics 2,379,45
2581,Basics 11,500,30
2582,Project 8,617,50
2583,Project 15,524,52
2584,Advanced 9,109,42
2585,Intro 8,376,68
2586,Basics 10,161,22
2587,Assessment Prep 1,570,87
2588,Hands-on 20,670,83
2589,Hands-on 14,161,89
2590,Hands-on 5,241,72
2591,Hands-on 11,406,23
2592,Project 17,985,50
2593,Intro 15,181,71
2594,Advanced 16,69,83
2595,Basics 3,837,57
2596,Case Study 18,139,89
2597,Advanced 17,359,73
2598,Basics 3,708,39
2599,Case Study 15,802,61
2600,Project 2,755,82
2601,Intro 12,104,79
2602,Project 16,350,52
2603,Project 13,343,68
2604,Intro 6,528,55
2605,Hands-on 5,561,46
2606,Intro 12,1023,81
2607,Basics 3,439,56
2608,Hands-on 2,470,44
2609,Assessment Prep 1,857,65
2610,Case Study 5,149,73
2611,Intro 10,142,30
2612,Case Study 11,890,36
2613,Intro 11,154,35
2614,Assessment Prep 2,346,55
2615,Advanced 12,306,37
2616,Basics 15,774,57
2617,Assessment Prep 15,125,65
2618,Advanced 9,160,32
2619,Intro 15,602,48
2620,Basics 9,647,23
2621,Intro 9,157,77
2622,Project 12,352,33
2623,Assessment Prep 16,654,52
2624,Hands-on 14,449,76
2625,Basics 5,733,27
2626,Project 5,795,57
2627,Project 11,815,65
2628,Intro 5,302,26
2629,Advanced 14,506,68
2630,Hands-on 9,1023,43
2631,Hands-on 9,649,27
2632,Assessment Prep 12,309,79
2633,Advanced 14,583,44
2634,Assessment Prep 12,505,85
2635,Case Study 12,60,71
2636,Assessment Prep 2,320,52
2637,Case Study 14,303,23
2638,Intro 14,619,74
2639,Assessment Prep 1,990,83
2640,Case Study 7,845,65
2641,Hands-on 10,559,69
2642,Advanced 6,484,47
2643,Hands-on 7,948,80
2644,Assessment Prep 11,918,24
2645,Case Study 15,882,36
2646,Case Study 5,734,36
2647,Assessment Prep 7,634,76
2648,Intro 17,175,61
2649,Case Study 10,898,79
2650,Hands-on 2,1027,77
2651,Hands-on 10,44,59
2652,Case Study 20,780,63
2653,Advanced 2,778,32
2654,Project 19,589,79
2655,Basics 14,222,22
2656,Assessment Prep 13,446,75
2657,Assessment Prep 8,279,76
2658,Basics 8,626,24
2659,Hands-on 6,838,21
2660,Intro 5,809,44
2661,Project 19,645,87
2662,Hands-on 17,349,69
2663,Assessment Prep 19,564,35
2664,Intro 3,702,45
2665,Project 15,92,54
2666,Advanced 4,506,82
2667,Advanced 14,964,64
2668,Advanced 18,231,71
2669,Case Study 16,821,62
2670,Basics 17,430,31
2671,Intro 7,209,42
2672,Case Study 4,547,73
2673,Assessment Prep 2,942,76
2674,Hands-on 8,295,56
2675,Assessment Prep 15,657,38
2676,Assessment Prep 2,446,72
2677,Case Study 7,453,28
2678,Basics 8,275,90
2679,Assessment Prep 14,620,82
2680,Hands-on 20,969,45
2681,Case Study 17,206,31
2682,Basics 15,496,50
2683,Assessment Prep 6,64,79
2684,Advanced 14,361,77
2685,Intro 15,133,57
2686,Case Study 8,1015,76
2687,Hands-on 3,959,46
2688,Basics 13,323,74
2689,Advanced 7,856,76
2690,Assessment Prep 6,813,24
2691,Hands-on 14,52,38
2692,Hands-on 10,748,62
2693,Assessment Prep 16,467,57
2694,Project 10,1028,57
2695,Advanced 19,459,57
2696,Project 7,997,83
2697,Basics 19,213,90
2698,Advanced 20,800,79
2699,Advanced 2,191,46
2700,Advanced 1,994,37
2701,Case Study 7,645,83
2702,Assessment Prep 12,479,49
2703,Hands-on 1,917,69
2704,Case Study 6,663,44
2705,Intro 18,842,78
2706,Intro 9,207,37
2707,Case Study 19,435,80
2708,Project 10,202,26
2709,Advanced 20,809,82
2710,Intro 16,344,42
2711,Case Study 13,874,58
2712,Advanced 1,1013,68
2713,Basics 10,618,45
2714,Advanced 12,616,65
2715,Project 18,280,89
2716,Hands-on 8,329,67
2717,Advanced 17,581,38
2718,Basics 1,243,61
2719,Hands-on 5,739,27
2720,Hands-on 2,322,35
2721,Assessment Prep 19,545,46
2722,Intro 7,158,56
2723,Project 16,690,65
2724,Project 8,911,70
2725,Hands-on 10,880,42
2726,Case Study 14,280,25
2727,Basics 15,755,27
2728,Hands-on 10,996,60
2729,Assessment Prep 3,52,49
2730,Case Study 14,64,73
2731,Assessment Prep 14,677,43
2732,Assessment Prep 4,942,83
2733,Project 3,670,79
2734,Project 1,478,65
2735,Advanced 2,419,81
2736,Project 11,593,36
2737,Assessment Prep 2,249,88
2738,Advanced 17,603,24
2739,Case Study 12,895,87
2740,Hands-on 17,444,65
2741,Project 2,992,54
2742,Case Study 11,718,48
2743,Hands-on 18,109,90
2744,Assessment Prep 3,102,82
2745,Hands-on 5,634,75
2746,Intro 8,326,21
2747,Intro 3,945,79
2748,Basics 16,448,36
2749,Basics 4,548,54
2750,Intro 16,106,78
2751,Advanced 1,790,76
2752,Intro 15,293,89
2753,Basics 20,492,48
2754,Assessment Prep 8,1000,36
2755,Project 20,399,54
2756,Assessment Prep 5,149,89
2757,Basics 17,526,60
2758,Basics 13,433,85
2759,Advanced 7,898,37
2760,Advanced 7,512,34
2761,Hands-on 16,222,74
2762,Case Study 14,686,31
2763,Basics 6,460,73
2764,Hands-on 19,549,89
2765,Case Study 3,260,58
2766,Basics 3,120,64
2767,Case Study 12,690,74
2768,Case Study 1,969,52
2769,Hands-on 8,358,43
2770,Hands-on 7,1022,77
2771,Intro 18,95,65
2772,Advanced 15,185,22
2773,Assessment Prep 14,984,31
2774,Hands-on 13,649,30
2775,Case Study 14,575,42
2776,Intro 11,584,80
2777,Advanced 17,685,80
2778,Case Study 17,240,66
2779,Assessment Prep 4,300,57
2780,Intro 5,928,54
2781,Project 4,464,41
2782,Intro 10,477,88
2783,Basics 19,509,75
2784,Case Study 20,368,66
2785,Hands-on 3,758,73
2786,Basics 5,569,32
2787,Intro 1,397,62
2788,Intro 8,569,88
2789,Basics 5,350,30
2790,Project 19,633,58
2791,Case Study 12,53,70
2792,Advanced 7,421,81
2793,Hands-on 8,36,37
2794,Hands-on 9,998,81
2795,Intro 7,394,23
2796,Advanced 1,990,32
2797,Case Study 4,654,87
2798,Basics 5,220,21
2799,Assessment Prep 8,525,49
2800,Project 6,964,80
2801,Basics 11,728,59
2802,Assessment Prep 11,517,41
2803,Case Study 17,792,65
2804,Project 8,349,81
2805,Assessment Prep 18,313,87
2806,Hands-on 8,373,87
2807,Basics 14,727,74
2808,Case Study 15,746,57
2809,Advanced 11,875,32
2810,Advanced 19,630,68
2811,Project 18,719,24
2812,Hands-on 16,492,48
2813,Hands-on 7,663,84
2814,Advanced 17,267,34
2815,Hands-on 16,67,35
2816,Hands-on 18,747,22
2817,Assessment Prep 14,630,82
2818,Hands-on 10,573,85
2819,Project 1,352,37
2820,Case Study 3,524,26
2821,Intro 19,568,74
2822,Assessment Prep 7,76,42
2823,Basics 2,788,59
2824,Intro 7,877,24
2825,Assessment Prep 19,645,65
2826,Basics 4,542,27
2827,Advanced 17,792,64
2828,Advanced 1,132,58
2829,Assessment Prep 7,968,57
2830,Case Study 17,49,33
2831,Advanced 7,800,71
2832,Assessment Prep 9,67,52
2833,Case Study 15,31,32
2834,Advanced 18,1026,71
2835,Case Study 7,305,25
2836,Case Study 19,752,82
2837,Basics 17,800,39
2838,Project 13,690,52
2839,Hands-on 17,61,47
2840,Basics 19,1000,56
2841,Project 16,636,45
2842,Case Study 10,390,33
2843,Hands-on 11,588,37
2844,Intro 15,880,68
2845,Advanced 20,633,83
2846,Case Study 12,99,64
2847,Hands-on 13,263,28
2848,Basics 16,134,22
2849,Hands-on 5,553,23
2850,Intro 15,426,83
2851,Assessment Prep 11,787,69
2852,Assessment Prep 12,354,20
2853,Project 10,851,60
2854,Project 2,464,61
2855,Advanced 9,970,75
2856,Hands-on 11,115,21
2857,Intro 13,990,60
2858,Project 12,432,60
2859,Basics 4,195,75
2860,Case Study 15,432,62
2861,Project 9,992,34
2862,Assessment Prep 3,897,71
2863,Assessment Prep 4,435,25
2864,Intro 16,51,34
2865,Intro 2,639,57
2866,Case Study 17,753,78
2867,Case Study 14,138,20
2868,Hands-on 17,686,51
2869,Advanced 18,1003,41
2870,Assessment Prep 17,201,57
2871,Intro 8,862,40
2872,Hands-on 13,412,54
2873,Project 8,883,52
2874,Advanced 9,657,81
2875,Assessment Prep 6,303,41
2876,Case Study 17,980,68
2877,Hands-on 18,62,57
2878,Intro 19,229,24
2879,Basics 16,451,36
2880,Intro 8,866,86
2881,Project 14,323,74
2882,Assessment Prep 19,1014,62
2883,Case Study 11,475,74
2884,Basics 9,949,61
2885,Assessment Prep 13,430,23
2886,Hands-on 9,434,68
2887,Hands-on 10,625,36
2888,Case Study 17,541,30
2889,Basics 6,306,64
2890,Case Study 11,173,58
2891,Project 5,743,76
2892,Intro 9,856,27
2893,Assessment Prep 7,239,50
2894,Assessment Prep 12,891,40
2895,Basics 18,302,50
2896,Hands-on 12,840,22
2897,Case Study 10,282,65
2898,Basics 9,541,63
2899,Project 15,625,54
2900,Advanced 11,491,66
2901,Assessment Prep 19,632,86
2902,Assessment Prep 7,841,67
2903,Intro 10,848,64
2904,Advanced 8,345,71
2905,Assessment Prep 18,369,82
2906,Assessment Prep 11,811,87
2907,Assessment Prep 7,454,44
2908,Basics 4,1016,89
2909,Hands-on 10,336,69
2910,Advanced 4,729,43
2911,Advanced 3,580,22
2912,Advanced 5,868,54
2913,Assessment Prep 19,381,87
2914,Hands-on 9,968,43
2915,Case Study 7,920,25
2916,Project 10,407,24
2917,Intro 19,905,35
2918,Hands-on 20,721,44
2919,Basics 17,402,88
2920,Assessment Prep 14,524,69
2921,Advanced 18,572,58
2922,Hands-on 6,809,76
2923,Advanced 3,72,41
2924,Basics 15,35,85
2925,Hands-on 14,511,72
2926,Case Study 7,657,40
2927,Advanced 18,535,39
2928,Hands-on 6,979,28
2929,Project 7,346,26
2930,Assessment Prep 11,846,62
2931,Case Study 10,211,20
2932,Advanced 4,818,25
2933,Basics 16,864,80
2934,Intro 15,856,60
2935,Project 5,664,57
2936,Basics 20,862,41
2937,Assessment Prep 8,219,75
2938,Advanced 2,86,60
2939,Assessment Prep 3,959,57
2940,Project 15,1020,25
2941,Case Study 4,656,27
2942,Basics 6,219,52
2943,Case Study 3,526,75
2944,Advanced 6,373,23
2945,Project 11,884,28
2946,Project 15,977,51
2947,Assessment Prep 13,600,43
2948,Hands-on 11,841,88
2949,Project 1,802,67
2950,Hands-on 11,926,34
2951,Project 17,1030,50
2952,Assessment Prep 6,238,66
2953,Hands-on 20,549,65
2954,Assessment Prep 20,171,55
2955,Advanced 15,878,83
2956,Assessment Prep 15,457,83
2957,Project 5,379,82
2958,Basics 2,160,57
2959,Project 13,520,89
2960,Intro 16,675,58
2961,Intro 17,42,22
2962,Advanced 2,613,63
2963,Project 16,212,88
2964,Basics 9,626,51
2965,Project 18,888,35
2966,Advanced 13,208,70
2967,Assessment Prep 17,748,27
2968,Hands-on 10,810,32
2969,Basics 18,329,87
2970,Hands-on 19,418,53
2971,Case Study 18,387,61
2972,Hands-on 14,986,54
2973,Intro 13,31,84
2974,Advanced 13,336,72
2975,Project 17,498,65
2976,Assessment Prep 4,121,40
2977,Advanced 4,379,72
2978,Project 6,739,90
2979,Case Study 18,619,41
2980,Basics 6,375,73
2981,Assessment Prep 3,299,25
2982,Intro 18,960,62
2983,Hands-on 19,472,31
2984,Assessment Prep 15,262,22
2985,Intro 1,803,65
2986,Basics 1,178,62
2987,Assessment Prep 17,875,26
2988,Advanced 12,643,88
2989,Hands-on 3,37,43
2990,Assessment Prep 15,213,24
2991,Assessment Prep 16,912,71
2992,Advanced 5,757,67
2993,Project 4,473,34
2994,Case Study 15,804,76
2995,Intro 15,177,23
2996,Case Study 18,201,87
2997,Case Study 7,526,22
2998,Assessment Prep 11,749,71
2999,Hands-on 13,77,48
3000,Advanced 2,869,65
3001,Intro 4,671,39
3002,Hands-on 2,765,21
3003,Project 4,881,38
3004,Hands-on 11,721,41
3005,Case Study 13,887,84
3006,Assessment Prep 16,120,89
3007,Assessment Prep 19,471,73
3008,Basics 1,921,43
3009,Advanced 5,793,59
3010,Assessment Prep 9,355,21
3011,Intro 13,342,61
3012,Case Study 7,257,65
3013,Intro 2,458,65
3014,Basics 14,314,39
3015,Assessment Prep 10,179,30
3016,Advanced 15,937,69
3017,Intro 14,650,64
3018,Hands-on 12,98,29
3019,Intro 5,85,55
3020,Intro 1,1005,22
3021,Case Study 17,787,23
3022,Hands-on 15,476,47
3023,Assessment Prep 17,68,73
3024,Basics 7,1010,35
3025,Intro 9,828,89
3026,Hands-on 4,459,72
3027,Basics 16,921,28
3028,Hands-on 5,848,22
3029,Project 14,80,53
3030,Project 2,135,68
3031,Assessment Prep 17,588,65
3032,Assessment Prep 2,242,82
3033,Basics 13,984,81
3034,Basics 8,398,79
3035,Hands-on 1,877,39
3036,Basics 15,974,21
3037,Project 5,839,75
3038,Project 10,361,57
3039,Intro 7,492,44
3040,Case Study 16,909,43
3041,Case Study 18,668,33
3042,Advanced 15,521,75
3043,Advanced 4,373,28
3044,Intro 14,931,43
3045,Advanced 19,638,26
3046,Hands-on 14,647,59
3047,Project 18,125,25
3048,Project 6,713,90
3049,Hands-on 5,615,29
3050,Intro 10,159,45
3051,Project 16,719,46
3052,Basics 16,787,25
3053,Intro 17,593,22
3054,Case Study 16,842,83
3055,Basics 8,850,42
3056,Hands-on 5,119,63
3057,Case Study 1,710,45
3058,Advanced 20,531,65
3059,Advanced 4,570,75
3060,Project 14,900,42
3061,Intro 11,563,26
3062,Project 6,665,23
3063,Basics 11,774,20
3064,Basics 11,569,84
3065,Assessment Prep 15,758,35
3066,Intro 17,987,29
3067,Case Study 5,510,45
3068,Intro 13,619,42
3069,Intro 3,256,79
3070,Intro 9,720,72
3071,Project 16,706,32
3072,Intro 17,33,57
3073,Hands-on 4,937,56
3074,Hands-on 4,952,50
3075,Project 19,60,66
3076,Basics 12,577,35
3077,Project 14,675,35
3078,Basics 6,527,54
3079,Basics 14,642,62
